{Label: GearOilTemperature_val, Match: hasInputOilAverageTemperature, Ontology: PlatoonWindturbine.txt, Score: 1}
1. {Label: charge_box, Match: noMatch, Ontology: noMatch, Score: 1}
2. {Label: ocpp_protocol, Match: noMatch, Ontology: noMatch, Score: 1}
3. {Label: registration_status, Match: noMatch, Ontology: noMatch, Score: 1}
4. {Label: settings, Match: noMatch, Ontology: noMatch, Score: 1}
5. {Label: charging_preferences, Match: noMatch, Ontology: noMatch, Score: 1}
6. {Label: charging_behavior, Match: noMatch, Ontology: noMatch, Score: 1}
7. {Label: ready_time, Match: noMatch, Ontology: noMatch, Score: 1}
8. {Label: location_id, Match: noMatch, Ontology: noMatch, Score: 1}
9. {Label: spot_price_area_id, Match: noMatch, Ontology: noMatch, Score: 1}
10. {Label: target_soc, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: minimal_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: minimum_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: target_energy_transfer, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: ocpp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: battery_capacity, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: current_soc, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: associated_device_id, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_telemetry, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: timestamp, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: device_id, Match: noMatch, Ontology: noMatch, Score: 0}
Here are the mappings for the provided labels:

1. {Label: telemetry, Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: connector_status_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: connector_status, Match: noMatch, Ontology: noMatch file name, Score: 0}
4. {Label: firmware_version, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: connector_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: connector_vendor_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: connector_vendor_error_code, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: heartbeat_timestamp, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: time_to_full_charge, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: time_to_minimum_charge, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: measurement, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: transaction_id, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: energy_active_import_register, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: power_active_import, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: current_offered, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: current_imports:L1, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: current_imports:L2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: current_imports:L3, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: voltages:L1_N, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: voltages:L2_N, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: voltages:L3_N, Match: has Charge Power, Ontology: EnershareSystem, Score: 0.6}
{Label: total_current_import, Match: has Energy Capacity, Ontology: EnershareSystem, Score: 0.6}
{Label: total_amount_of_transferred_energy_kwh, Match: has Energy Capacity, Ontology: EnershareSystem, Score: 0.6}
{Label: max_current_offered, Match: has Maximum Charge Power, Ontology: EnershareSystem, Score: 0.6}
{Label: max_power_offered, Match: has Maximum Charge Power, Ontology: EnershareSystem, Score: 0.6}
{Label: charging_session, Match: has Charging Session Cost, Ontology: EnersharePriceProperty, Score: 0.6}
{Label: Project number, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: The date, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Region, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: The town/village, Match: noMatch, Ontology: noMatch, Score: 1}
{Label: Home address, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: County/City, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Initial year of exploitation, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Building Total Area, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Room volume, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Average floor height, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Reference area, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Above-ground floors, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Underground floor, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Mansard, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Roof floor, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Initial energy class, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption before, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Heat energy consumption before, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Carbon dioxide emissions before, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Carrying out construction works, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Reconstruction of engineering systems, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Water heating system, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Heat installation, Match: Heat Substation, Ontology: EnershareSystem, Score: 1}
{Label: Energy audit number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy class after, Match: Class N, Ontology: PlatoonBuilding.txt, Score: 1}
{Label: Heat energy consumption after, Match: Solar Thermal Energy, Ontology: EnershareEnergyResource.txt, Score: 1}
{Label: Consumption for hot water after, Match: Fuel Oil Energy, Ontology: EnershareEnergyResource.txt, Score: 1}
{Label: Consumption for mechanical ventilation after, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
{Label: Consumption for lighting after, Match: Coal Energy, Ontology: EnershareEnergyResource.txt, Score: 1}
{Label: Consumption for cooling after, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Energy consumption after, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource.txt, Score: 1}
{Label: Heat saving for heating, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Total energy consumption saving, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: Saving of heat energy, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
Here are the mappings for the provided labels:

1. {Label: Primary non-renewable energy, Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Primary total energy consumption, Match: noMatch, Ontology: noMatch file name, Score: 0}
3. {Label: Almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding, Score: 1}
4. {Label: Carbon dioxide emission tons after, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Carbon dioxide emission after, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Area of the external surface, Match: noMatch, Ontology: noMatch file name, Score: 0}
7. {Label: Average heat transfer coefficient, Match: noMatch, Ontology: noMatch file name, Score: 0}
8. {Label: Average heat transfer coefficient_1, Match: noMatch, Ontology: noMatch file name, Score: 0}
9. {Label: Building calculated heat loss coefficient, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Building allowable heat loss coefficient, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the mappings for the provided labels:

1. {Label: Indoor temperature heating, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding, Score: 1}
2. {Label: Indoor temperature for cooling, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding, Score: 1}
3. {Label: Air exchange rate, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem, Score: 1}
4. {Label: Ventilation heat loss coefficient, Match: has Energy Resource Emission Factor, Ontology: EnershareSystem, Score: 1}
5. {Label: Energy resource for heating 1, Match: has First Energy Resource For Heating, Ontology: EnershareSystem, Score: 1}
6. {Label: Energy resource for heating 2, Match: has Second Energy Resource For Heating, Ontology: EnershareSystem, Score: 1}
7. {Label: Energy resource for hot water 1, Match: has First Energy Resource For Water, Ontology: EnershareSystem, Score: 1}
8. {Label: Energy resource for hot water 2, Match: has Second Energy Resource For Water, Ontology: EnershareSystem, Score: 1}
9. {Label: Energy resource for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem, Score: 1}
10. {Label: Energy resource for cooling 1, Match: has First Energy Resource For Cooling, Ontology: EnershareSystem, Score: 1}
{Label: Energy resource for cooling 2, Match: Coal Energy, Ontology: EnershareEnergyResource.txt, Score: 1}  
{Label: CO2 emission factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for hot water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for hot water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}  
{Label: CO2 emission factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}  
{Label: Non-renewable factor for heating 1, Match: has First Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}  
{Label: Non-renewable factor for heating 2, Match: has Second Energy Resource Non Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}  
Here are the mappings for the provided labels:

1. {Label: Non-renewable factor for water 1, Match: has First Energy Resource Non Renewable Emission Factor For Water, Ontology: EnershareSystem.txt, Score: 1}
2. {Label: Non-renewable factor for water 2, Match: has Second Energy Resource Non Renewable Emission Factor For Water, Ontology: EnershareSystem.txt, Score: 1}
3. {Label: Non-renewable factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
4. {Label: Non-renewable factor for cooling 1, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
5. {Label: Non-renewable factor for cooling 2, Match: has Second Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
6. {Label: Renewable factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
7. {Label: Renewable factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
8. {Label: Renewable factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Water, Ontology: EnershareSystem.txt, Score: 1}
9. {Label: Renewable factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Water, Ontology: EnershareSystem.txt, Score: 1}
10. {Label: Renewable factor for ventilation, Match: has Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
Here are the mappings for the provided labels:

1. {Label: Renewable factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem, Score: 1}
2. {Label: Renewable factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem, Score: 1}
3. {Label: Total factor for heating 1, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem, Score: 1}
4. {Label: Total factor for heating 2, Match: has Second Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem, Score: 1}
5. {Label: Total factor for water 1, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem, Score: 1}
6. {Label: Total factor for water 2, Match: has Second Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem, Score: 1}
7. {Label: Total factor for ventilation, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem, Score: 1}
8. {Label: Total factor for cooling 1, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem, Score: 1}
9. {Label: Total factor for cooling 2, Match: has Second Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem, Score: 1}
10. {Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Houshold location (region), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Year of building, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Building total area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Building reference/calculation area, M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: ENERGY CLASS BEFORE THE PROJECT, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: ENERGY CONSUMPTION BEFORE THE PROJECT, KWH/M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: HEATING CONSUMPTION BEFORE PROJECT, KWH/M2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: ASSESSMENT OF CARBON DIOXIDE EMISSIONS BEFORE THE PROJECT, KG CO2/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Planned energy consumption savings (kWh/m2), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Carrying out construction works in the enclosing structures, Match: noMatch, Ontology: noMatch file name, Score: 0}
Here are the mappings for the provided labels:

1. {Label: Renovation or reconstruction of engineering systems (for example, heating and ventilation equipment), Match: noMatch, Ontology: noMatch file name, Score: 0}
2. {Label: Installation of a new water heating system, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 1}
3. {Label: Installation of heat installations to ensure the production of heat from renewable energy sources, Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
4. {Label: Other activities, if they are necessary for increasing energy efficiency together with the above-mentioned measures, Match: noMatch, Ontology: noMatch file name, Score: 0}
5. {Label: Other activities, Match: noMatch, Ontology: noMatch file name, Score: 0}
6. {Label: Energy efficiency class of the residential house according to the temporary energy certificate of the building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}
7. {Label: Thermal energy consumption for heating according to the building's temporary energy certificate (kWh/m2), Match: has First Energy Resource Renewable Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
8. {Label: Energy consumption after project (kWh/m2), Match: delivered Energy, Ontology: EnershareSystem.txt, Score: 1}
9. {Label: Assessment of carbon dioxide emissions after project, kg CO2/m2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
10. {Label: Heat energy consumption savings %, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: number of floors, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Average floor height, m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for hot water preparation in KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for cooling in KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: assessment of carbon dioxide emission, kg CO2/m2/year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative savings, kWh/m, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Thickness of thermal insulation material (mm), Match: has Insulation Year, Ontology: EnershareProperty, Score: 1}  
{Label: Heat insulation λ (W/mK), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative savings, kWh/m, Match: has Total Energy Consumption Saving, Ontology: EnershareProperty, Score: 1}  
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 70 euros per MWh), Match: has Total Energy Consumption Saving, Ontology: EnershareProperty, Score: 1}  
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: expected Cost, Ontology: EnersharePriceProperty, Score: 0.8}  
{Label: Savings per year (euro), Match: has Primary Energy Saving, Ontology: EnershareProperty, Score: 0.8}  
{Label: Payback period of the event, in years, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: U value of windows, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: The U-value of the exterior door, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Indicative savings, kWh/m, Match: has Electric Energy Saving, Ontology: EnershareProperty, Score: 0.8}  
{Label: Thickness of thermal insulation material (mm), Match: noMatch, Ontology: noMatch file name, Score: 0}  
{Label: Heat insulation λ (W/mK), Match: Heat Insulation Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Indicative savings, kWh/m, Match: Energy Savings Property, Ontology: EnershareSystem, Score: 0.9}  
{Label: Indicative costs of the measure to be implemented, incl. VAT (euro), Match: Implementation Costs Property, Ontology: EnershareSystem, Score: 0.7}  
{Label: Savings per year (euro) (It is assumed that the approximate heating costs, including amortization, amount to 60 euros per MWh), Match: Annual Savings Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Payback period of the event, in years, Match: Payback Period Property, Ontology: EnershareSystem, Score: 0.9}  
{Label: Current costs for heating (euro), Match: Heating Costs Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Current costs for hot water (euro), Match: Hot Water Costs Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Planned costs for heating (euro), Match: Planned Heating Costs Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Planned costs for hot water (euro), Match: Planned Hot Water Costs Property, Ontology: EnershareSystem, Score: 0.8}  
{Label: Cost savings (euro), Match: Cost Savings Property, Ontology: EnershareSystem, Score: 0.9}  
{Label: Consumption of primary non-renewable energy, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary total energy consumption, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for hot water preparation, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for cooling, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Energy consumption for heating, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Total energy consumption, KWH/M2 per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Compliance of the building with the requirements of an almost zero energy building, Match: is Almost Zero Energy Building, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Assessment of carbon dioxide emissions, t CO₂ per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Assessment of carbon dioxide emissions, kg CO₂ per year, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Area of the external surface of the building, m2, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: The average weighted heat transfer coefficient U average of the external enclosures, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: The average weighted standard (maximum) heat transfer coefficient of the external enclosures U average, max, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: The calculated specific heat loss coefficient HT/A of the building's enclosing structures, W/m2K, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Specific heat loss coefficient of building, HT max/A calculated, W/M2k, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Calculated indoor temperature for heating rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Calculated indoor temperature for cooling rating, oC, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Required air exchange rate, n-1, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Specific heat loss coefficient of building ventilation HVentilation/Acalculated, W/M2k, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Energy carrier for heating, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Energy carrier for hot water preparation, Match: noMatch, Ontology: noMatch file name, Score: 1}
{Label: Energy carrier for cooling, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for heating, Match: has Total Energy Resource Emission Factor For Heating, Ontology: EnershareSystem.txt, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for hot water preparation, Match: has First Energy Resource Renewable Emission Factor For Hot Water, Ontology: EnershareSystem.txt, Score: 1}
{Label: CO2 emission factor, kg CO2/MWh for cooling, Match: has First Energy Resource Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Primary energy factor for the part of non-renewable energy resources - heating, Match: has Non Renewable Emission Factor For Ventilation, Ontology: EnershareSystem.txt, Score: 1}
{Label: Primary energy factor for the part of non-renewable energy resources - hot water preparation, Match: has First Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Primary energy factor for partial cooling of non-renewable energy resources, Match: has Second Energy Resource Non Renewable Emission Factor For Cooling, Ontology: EnershareSystem.txt, Score: 1}
{Label: Primary energy factor for the share of renewable energy resources - heating, Match: has First Energy Resource For Heating, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Primary energy factor for the part of renewable energy resources - hot water preparation, Match: has First Energy Resource For Water, Ontology: EnershareBuilding.txt, Score: 1}
{Label: Primary energy factor for partial cooling of renewable energy resources, Match: has First Energy Resource For Cooling, Ontology: EnershareBuilding.txt, Score: 1}
Here are the mappings for the provided labels:

1. {Label: Total primary energy factor - for heating, Match: class D, Ontology: PlatoonBuilding.txt, Score: 1}
2. {Label: Total primary energy factor - for hot water preparation, Match: class E, Ontology: PlatoonBuilding.txt, Score: 1}
3. {Label: Total primary energy factor - for cooling, Match: class F, Ontology: PlatoonBuilding.txt, Score: 1}
4. {Label: Project number, Match: noMatch, Ontology: noMatch, Score: 0}
5. {Label: Houshold location (region), Match: noMatch, Ontology: noMatch, Score: 0}
6. {Label: Total electricity consumption, MWh per year, Match: Demand Property, Ontology: EnershareProperty.txt, Score: 1}
7. {Label: Average amount of electricity produced by solar panels, MWh per year, Match: noMatch, Ontology: noMatch, Score: 0}
8. {Label: EXISTING INVERTER SET POWER, KW, Match: noMatch, Ontology: noMatch, Score: 0}
9. {Label: Additional installed inverter power (set), Match: noMatch, Ontology: noMatch, Score: 0}
10. {Label: AMOUNT OF SUPPORT FOR THE INSTALLATION OF ELECTRICITY PRODUCTION EQUIPMENT, EUR, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Primary energy consumption after installing the solar panel system, MWh per year, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Reduction of primary energy, MWh per year, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Project number, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: The data, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Region, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Granted support, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Electricity consumption of the grid, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Primary energy consumption before, Match: EnergyConsumptionProperty, Ontology: EnershareProperty, Score: 1}
{Label: Current inverter set power, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Inverter power in project, Match: noMatch, Ontology: noMatch file name, Score: 0}
{Label: Electricity produced by solar panels, Match: Photovoltaic Energy, Ontology: EnershareEnergyResource.txt, Score: 1}
{Label: Primary energy consumption after, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: Reduction of primary energy, Match: noMatch, Ontology: noMatch, Score: 0}
{Label: CO2 emissions reduction, Match: EmissionConversionFactor, Ontology: EnershareSystem.txt, Score: 1}
